Type,Number of Rooms,Number of Bathrooms,Area (sqft),Amenities Distance Avg (km),Parking Spaces,Age (years),Location,Crime Rate,Lower Status Population,Avg People in Building,Rent Price
Flat,1,1,227.615,7.2794,0,11.7,Saket,0.57,3.8,29.384,14151.72962
PG,1,1,242.889,13.7837,1,7,Saket,1.71,4.24,13.9855,14013.13585
Flat,3,1,476.995,1.5002,1,13.7,Dwarka,0.58,6.93,10.3688,29973.2818
Flat,2,1,582.884,13.1363,0,22.7,Faridabad,0.52,3.97,42.6374,24609.82794
Flat,2,1,249.875,9.8834,0,17,Saket,1.02,3.82,2.1888,16305.48549
PG,1,1,172.347,12.3537,2,23.9,Vasant Kunj,1.5,9.18,58.8413,12683.4523
Flat,2,2,444.792,11.1182,2,21.8,Faridabad,0.41,1.41,44.311,27910.24995
Flat,2,1,446.225,5.9972,0,4.5,Faridabad,0.21,1.47,11.3644,23371.05737
Flat,3,2,701.421,10.3124,0,13.9,Noida,1.53,9.56,25.7924,32986.58548
Flat,1,1,125.106,8.7093,2,22.1,Faridabad,0.44,1.13,55.6044,14650.58415
PG,1,1,106.083,1.8177,1,7.1,Noida,1.44,5.81,3.2718,11325.72898
Flat,1,1,220.587,5.1289,0,22.5,Noida,0.17,7.57,55.468,13598.3597
Flat,4,2,1141.916,1.8085,0,13.3,Vasant Kunj,0.35,1.7,34.4752,50146.84041
Flat,4,1,503.409,2.7715,0,10,Greater Noida,1.86,9.38,9.0372,31728.85825
PG,1,1,191.997,1.7489,0,23.5,Noida,1.76,3.53,27.4009,11020.42662
Flat,2,2,418.567,3.9697,1,6.6,Mayur Vihar,0.45,4.84,11.4334,27513.81015
Flat,2,1,517.702,9.0485,2,21.6,Greater Noida,0.01,6.88,7.1019,26762.33394
Flat,2,1,240.095,8.9672,1,13.1,Noida,1.56,0.07,6.2624,19665.07911
Flat,3,2,376.137,1.1909,1,6.6,Dwarka,0.52,2.91,45.1858,30868.50449
Flat,4,2,724.7,9.0885,1,1.2,Noida,1.46,7.43,22.9163,40947.50428
Flat,3,2,367.613,13.7269,2,6.5,Vasant Kunj,1.86,3.75,10.1617,29590.1918
PG,1,1,240.961,0.8635,1,7.1,Noida,0.94,4.56,14.7026,16460.0629
Flat,2,1,342.207,12.9526,0,3.9,Vasant Kunj,0.73,6.87,59.4111,21416.22344
Flat,4,4,581.88,8.1013,0,16.8,Vasant Kunj,1.91,2.05,16.4454,38963.97354
PG,1,1,138.317,14.8533,2,20.2,Mayur Vihar,1.8,9.96,15.6109,10425.06825
Flat,3,1,656.041,4.0397,1,16,Noida,0.16,4.57,25.2797,33048.19215
Flat,4,3,1090.276,7.4594,0,10.4,New Delhi,0.65,4.48,56.1496,60080.2079
Flat,3,3,832.391,8.3793,0,9.3,Saket,0.43,2.78,16.6025,39425.37139
Flat,1,1,137.351,13.8567,1,18.8,New Delhi,0.6,3.26,42.2435,13468.84822
Flat,3,2,769.163,11.9976,0,0.7,New Delhi,0.67,7.55,32.239,42324.04854
Flat,2,1,472.973,0.1751,2,21.7,Noida,1.58,8.96,10.218,25223.38013
Flat,3,2,402.784,9.458,0,0.5,Vasant Kunj,1.79,0.46,4.4154,27696.82444
Flat,4,4,884.247,13.1107,0,18.8,Vasant Kunj,1.43,8.15,16.6374,44747.99513
Flat,4,4,713.294,8.5685,0,17.3,New Delhi,0.34,6.93,12.816,47275.65522
Flat,2,1,484.758,3.2893,0,3.4,Gurgaon,1.37,7.11,9.8155,24246.85279
Flat,1,1,208.616,2.8848,1,4.7,Dwarka,0.07,6.7,50.6871,15778.37622
Flat,2,1,570.455,7.6896,0,20.2,Noida,1.28,7.98,25.5368,23696.04853
Flat,4,2,534.488,12.2058,1,1.6,Gurgaon,0.35,4.75,5.1864,39660.28767
PG,1,1,126.522,3.1023,2,24.6,Saket,0.19,3.12,23.5274,15774.59189
Flat,2,2,323.248,7.402,0,0.7,Saket,0.88,7.3,51.1662,22902.94986
PG,1,1,101.649,6.6826,2,6.6,Faridabad,0.56,0.59,10.9727,14558.9713
Flat,2,1,381.732,3.0265,1,7.4,Gurgaon,0.79,0.17,47.4621,27276.63032
PG,1,1,191.457,10.3554,1,10.2,Saket,1.63,6.98,19.5174,12946.12535
Flat,2,2,315.192,12.6086,0,0.8,Mayur Vihar,1.66,2.61,44.2466,21944.23831
Flat,4,2,843.371,8.3246,1,7.8,Dwarka,1.34,5.89,50.3324,44383.49579
Flat,2,1,599.732,7.308,1,5.4,Dwarka,1.73,0.04,5.3542,27470.37071
Flat,1,1,278.771,2.0245,2,1.1,Greater Noida,1.71,6.16,31.3284,18412.54421
PG,1,1,233.511,12.876,1,5,Greater Noida,1.62,1.1,45.6078,16146.76746
Flat,4,3,891.149,11.5537,2,16.9,Saket,0.18,1.26,49.4433,50899.66687
Flat,1,1,153.448,14.9424,1,23.6,Greater Noida,1.87,9.62,28.385,9045.675444
PG,1,1,154.973,7.4129,0,10.7,Dwarka,1.5,8.61,5.9491,8827.339688
Flat,4,3,587.705,3.5887,1,6.7,Gurgaon,0.08,5.69,55.5081,43801.74894
Flat,2,1,409.756,12.3187,2,19.5,Gurgaon,0.29,7.25,25.7766,26169.33912
PG,1,1,166.953,11.2186,0,6,Saket,0.94,8.74,26.0707,10669.64476
Flat,1,1,157.489,5.7832,0,8,Faridabad,0.96,1.98,32.9871,12818.1945
PG,1,1,176.203,14.3466,1,23.4,New Delhi,0.64,3.32,29.7209,14448.6605
PG,1,1,126.783,10.9585,2,4.6,Noida,1.04,5.69,53.9905,15727.69542
Flat,3,2,821.511,0.4488,1,6.1,Greater Noida,0.83,8.82,19.5247,38701.01323
Flat,1,1,182.548,13.7839,0,18.2,Greater Noida,0.2,3.88,19.1573,10455.18564
Flat,4,2,868.164,13.4497,1,15.2,Faridabad,1.64,1.98,13.7134,42078.14196
Flat,3,2,595.874,8.6968,0,13.7,Dwarka,0.47,5.28,2.0064,31288.25927
PG,1,1,159.352,13.6989,0,14.2,Mayur Vihar,1.15,7.14,37.9165,10768.6519
Flat,3,2,559.27,10.1162,2,11.3,Noida,0.06,7.2,22.2371,34853.96685
Flat,2,2,366.517,11.8051,1,24.8,Greater Noida,1.2,2.71,49.8654,23178.36369
PG,1,1,115.014,9.7492,0,9.2,New Delhi,0.61,1.45,24.0409,12620.24748
Flat,1,1,222.027,10.8196,2,24.7,Noida,1.77,3.65,11.4179,13908.60136
PG,1,1,118.21,5.0383,2,22.9,Greater Noida,0.09,0.06,47.2524,16854.58995
PG,1,1,125.487,6.6161,2,14.3,Greater Noida,0.43,4.68,39.9752,14610.23476
PG,1,1,146.926,4.6584,0,16.6,Gurgaon,0.9,8.05,7.6725,9466.429933
Flat,3,2,392.844,7.1558,0,9.9,Saket,0.01,8.09,48.9135,28953.74057
Flat,3,2,648.114,1.7436,1,15.2,Dwarka,1.4,6.09,21.5314,33641.8652
Flat,3,2,575.788,14.3018,1,24.6,Saket,1.57,3.94,46.9736,31597.39549
Flat,1,1,228.764,5.9488,1,2.3,Gurgaon,1.88,0.86,18.527,17178.43513
Flat,1,1,164.287,6.2628,1,12.8,Greater Noida,1.33,3.04,46.4546,13567.28644
Flat,4,1,777.006,6.9997,1,23.8,Mayur Vihar,0.32,1.49,39.1883,40124.90626
PG,1,1,213.007,1.786,2,14,Dwarka,0.3,7.95,47.7793,17593.78897
Flat,2,1,341.67,2.1429,0,14.2,Gurgaon,1.54,3.35,7.705,20130.29412
Flat,3,1,440.015,6.0176,2,3.1,Greater Noida,1.13,1.28,48.2986,31793.45488
Flat,1,1,299.752,2.6556,2,17.3,New Delhi,1.44,3.22,13.0625,20971.55413
Flat,3,1,677.068,11.896,1,21.6,Greater Noida,0.28,6.66,52.3913,33149.20767
Flat,1,1,198.297,1.2772,0,4.6,Greater Noida,0.79,7.53,44.6428,13831.59469
Flat,4,1,1100.388,2.7555,1,19.3,Saket,1.27,2.68,23.7064,47368.4732
Flat,1,1,283.984,0.5504,2,5.6,New Delhi,1.2,8.45,5.8463,19865.96607
PG,1,1,211.444,9.4608,0,5.6,Noida,0.2,6.94,37.2213,14427.87333
Flat,4,2,689.566,7.2617,2,9.2,Faridabad,1.22,3.56,15.8689,41587.01159
Flat,4,4,749.279,12.6264,0,18.2,Saket,1.49,1.46,44.8191,42765.10533
Flat,3,2,641.88,13.2838,2,6.5,Saket,0.24,3.55,10.9104,37597.55916
Flat,2,2,497.335,7.4612,0,2.1,Dwarka,0.12,5.72,29.8756,27934.83509
Flat,3,2,796.608,14.1995,2,3.3,Saket,1.16,4.17,55.0668,40459.07953
Flat,4,2,742.956,11.7571,2,16.6,Vasant Kunj,1.8,6.23,34.6337,42284.28425
Flat,1,1,142.929,13.8586,1,6.6,Dwarka,1.34,6.12,39.5392,11735.74989
Flat,3,2,801.153,6.4816,1,12.2,Faridabad,1.56,9.7,17.8758,37364.75022
Flat,3,1,398.471,0.2473,0,12.1,Mayur Vihar,0.14,5.64,16.1108,27618.83069
PG,1,1,101.117,9.9518,0,18.1,Greater Noida,0.08,9,34.7233,9655.047362
Flat,2,1,478.969,5.8231,2,23.7,Saket,0.79,3.11,29.0046,26625.02837
Flat,2,2,495.364,1.7261,1,18,Mayur Vihar,1.2,8.26,5.8588,26454.06995
Flat,3,2,397.406,7.4142,0,9.6,Dwarka,0.32,5.54,11.4019,28076.39721
Flat,3,2,898.273,5.8337,1,11.1,Gurgaon,1.14,3.49,7.2297,43454.7857
Flat,3,3,642.373,10.1413,0,24.4,Saket,1.36,2.33,16.7164,33208.69467
Flat,1,1,226.127,8.4572,2,11.1,Vasant Kunj,0.78,0.57,57.0029,18629.73005
PG,1,1,119.404,6.0595,1,6.7,Faridabad,1.21,1.76,27.6879,13235.36101
Flat,4,4,706.095,10.6988,2,1.3,Gurgaon,0.39,5.94,11.3487,49740.83033
Flat,2,1,541.752,9.6035,0,17,Dwarka,1.05,5.62,57.6982,23034.28661
PG,1,1,104.343,4.9206,0,18,Mayur Vihar,1.72,1.03,54.0021,10159.67873
Flat,2,2,597.79,4.099,1,13.1,Faridabad,1.7,9.28,36.0084,28671.27611
PG,1,1,123.683,8.0099,0,23.1,Mayur Vihar,1.52,4.49,41.7682,9864.038035
Flat,1,1,240.888,12.8126,0,0.7,Saket,1.24,5.12,45.8939,12953.02466
PG,1,1,247.605,14.9938,1,0.8,Saket,1.91,4.51,53.3304,16041.45365
Flat,1,1,134.243,5.1991,0,11.3,Vasant Kunj,0.43,6.25,14.5435,10359.86407
PG,1,1,219.737,1.2915,0,1.8,Gurgaon,1.8,5.22,38.3742,13912.64803
Flat,1,1,179.074,7.5597,0,11.1,Mayur Vihar,0.27,8.28,17.5306,11588.65771
Flat,2,1,252.919,5.8222,0,21.8,Greater Noida,0.88,0.6,44.456,18027.71416
Flat,4,3,1155.273,3.297,0,17.4,Mayur Vihar,1.56,5.89,20.7229,49278.68692
Flat,1,1,255.071,0.4818,1,20.3,New Delhi,0.73,2.72,20.6541,18092.59319
Flat,2,1,526.492,4.7656,2,15.5,Vasant Kunj,0.82,8.69,1.3349,26157.13219
Flat,3,1,778.694,12.6977,1,13.3,Gurgaon,0.7,4.97,15.6453,36567.65051
PG,1,1,230.549,2.3921,2,6.7,Faridabad,0.93,6.99,47.6942,17286.62279
Flat,3,2,567.306,13.6363,1,2.3,Faridabad,0.54,1.6,52.2656,34497.6636
Flat,1,1,254.929,12.3048,0,14.3,Mayur Vihar,1.22,9.41,8.4794,11859.7171
PG,1,1,215.726,3.5078,1,18.7,Noida,0.37,5.53,44.2952,14242.03822
Flat,4,3,634.748,12.886,0,4.5,Faridabad,0.18,6.93,33.3527,39176.23348
PG,1,1,135.795,8.5602,2,20.2,Mayur Vihar,1.88,5.73,15.8367,11484.95681
Flat,4,4,778.448,6.0181,0,23.2,Mayur Vihar,1.17,9.45,2.3205,41551.77031
Flat,3,1,395.89,14.4224,1,11.5,Faridabad,0.27,9.24,1.5201,25351.23607
PG,1,1,111.388,11.6261,2,4.3,Mayur Vihar,1.12,4.21,37.0933,14648.28742
PG,1,1,237.309,7.4146,2,13,Dwarka,0.58,8.46,51.4617,17489.53847
PG,1,1,197.064,7.7657,1,14.7,Gurgaon,0.7,4.17,8.1273,13709.98127
Flat,3,3,803.374,14.4009,1,6.3,Mayur Vihar,0.59,1.56,48.5585,41736.82702
Flat,3,2,639.317,2.6305,0,7.7,Vasant Kunj,0.21,4.9,35.2207,34550.57673
PG,1,1,189.371,14.4253,2,3.6,Saket,1.29,1.77,43.4386,16496.31557
Flat,1,1,246.963,12.5144,2,23.2,Dwarka,1.79,7.43,14.5525,14511.29943
Flat,1,1,127.42,6.1165,1,23.8,Vasant Kunj,0.96,2.71,45.918,11967.10435
Flat,1,1,291.977,12.1905,0,12.4,Noida,0.51,0.83,56.6751,15918.49219
Flat,2,2,303.372,3.8267,1,23.5,New Delhi,0.97,4.02,46.8695,26230.2968
Flat,4,1,704.779,14.8269,1,9,Faridabad,1.85,9.58,31.1075,36132.17454
PG,1,1,118.634,12.9402,1,9.3,Mayur Vihar,0.49,1.68,18.465,13827.09321
PG,1,1,225.331,8.6999,0,21,Vasant Kunj,0.48,2.27,46.9183,12518.54147
Flat,3,3,605.975,6.741,2,22.8,Saket,0.22,0.26,36.1964,39310.94756
PG,1,1,176.054,12.0013,1,15.7,Dwarka,0.62,3.87,2.2549,12597.94412
Flat,1,1,201.959,5.4687,2,19.1,New Delhi,1.35,8.52,34.3055,16998.82786
Flat,1,1,214.169,12.2013,2,17.7,Dwarka,1.92,9.89,17.5064,13020.75704
PG,1,1,249.314,9.9972,0,10.1,Greater Noida,1.01,8.98,40.3774,13434.11696
Flat,4,3,614.675,10.2679,0,13.9,Saket,0.97,8.71,10.7647,38011.47196
Flat,2,1,434.931,8.2378,1,20.2,Gurgaon,1.77,2.8,51.9491,23845.95011
PG,1,1,100.448,6.5101,2,17.7,Mayur Vihar,1.36,8.32,3.286,11821.49407
Flat,1,1,253.001,6.3507,2,6.5,Mayur Vihar,1.46,8,6.1081,17089.94832
Flat,3,3,842.544,6.4738,2,5.4,New Delhi,1.33,6.25,55.696,50229.16275
PG,1,1,159.154,5.1206,0,11.1,New Delhi,0.88,2.63,24.4268,12602.3867
Flat,2,1,415.248,3.2799,2,10.8,Faridabad,0.36,2.09,11.6449,27259.57714
PG,1,1,182.889,10.1312,0,23.1,Greater Noida,1.58,2.24,31.0548,9488.405356
Flat,2,2,588.35,4.4986,2,11.6,Gurgaon,0.18,2.27,10.7487,34565.3612
PG,1,1,245.836,12.1582,0,14,Saket,1.65,9.73,48.0825,11438.74198
Flat,4,3,1034.827,11.2987,0,6.5,Gurgaon,0.96,0.71,52.1203,52651.00825
Flat,4,1,489.562,7.991,0,0.3,New Delhi,0.94,8.67,31.6295,35605.7448
Flat,4,3,712.387,13.4925,1,8.2,Noida,1.8,2.5,59.879,42263.1077
Flat,3,1,409.876,2.1806,0,17.6,Noida,1.52,3.41,23.815,24528.42315
Flat,3,1,491.003,3.0471,1,19.2,Greater Noida,0.73,6.64,19.6327,28172.3239
Flat,1,1,243.865,1.353,0,1.5,Noida,0.63,3.08,4.9391,14498.07472
Flat,3,1,427.153,1.175,2,3.4,New Delhi,1.8,1.63,32.7355,34684.05469
Flat,2,1,422.121,8.1706,1,14.9,Mayur Vihar,1.26,4.61,21.3301,23823.50092
Flat,1,1,268.72,9.6768,1,23.6,Noida,0.69,3.91,17.1612,15172.45197
Flat,3,1,734.688,4.2159,0,7.9,New Delhi,0.7,9.2,30.459,39228.84943
Flat,2,1,305.648,5.5404,2,24.2,Greater Noida,0.17,2.03,15.2281,23969.61927
Flat,1,1,161.225,1.8951,2,17.7,New Delhi,0.82,0.56,22.2478,16587.20917
Flat,2,1,248.547,3.7115,1,14.9,Noida,0.5,1.62,15.8225,20310.9848
Flat,2,1,453.277,14.4688,0,4.7,Vasant Kunj,1.14,7.87,51.5066,23124.54242
PG,1,1,156.604,14.0949,0,10.3,Mayur Vihar,0.95,0.26,12.4879,11633.66848
PG,1,1,235.7,11.1621,0,19.2,Mayur Vihar,0.03,7.67,38.131,13186.6983
Flat,4,4,793.371,14.7113,1,0.5,Vasant Kunj,1.21,3.97,6.4086,46517.33448
Flat,4,2,543.132,4.2324,1,12.3,Mayur Vihar,1.22,2.91,12.8231,36742.02906
Flat,1,1,195.36,7.8748,2,23.2,New Delhi,1.33,7.66,33.2457,16172.808
Flat,3,3,578.326,2.5934,1,21.5,Dwarka,1.68,6.93,46.9361,34671.66759
PG,1,1,215.605,5.9706,1,9.3,Faridabad,0.41,4.69,20.6217,14792.8027
Flat,4,2,535.972,11.4224,0,8.3,Mayur Vihar,1.28,0.44,2.6229,34741.284
Flat,3,2,371.661,11.3577,0,5.4,Faridabad,1.91,3.51,30.587,26696.35454
Flat,3,3,860.187,6.0349,0,14.4,New Delhi,0.22,3.6,52.2574,47542.82082
PG,1,1,209.489,0.6458,1,15.3,Vasant Kunj,1.61,9.27,17.5745,12770.33792
Flat,4,2,1137.222,9.4748,1,0.6,Noida,1.07,2.97,51.6845,52578.13949
Flat,2,2,385.33,8.5959,0,18.5,Dwarka,1.91,5.35,11.5148,21404.25033
Flat,4,4,798.7,5.3808,0,15.7,Faridabad,1.35,6.7,17.7762,44652.78866
PG,1,1,161.494,10.1445,1,10.4,Dwarka,0.6,7.01,43.8975,14234.33703
PG,1,1,200.243,8.1556,2,11.9,New Delhi,0.45,4.35,39.1987,17908.46641
Flat,1,1,193.549,7.3822,1,8.4,Saket,1.3,4.55,32.4036,14930.54098
Flat,2,1,292.084,0.4611,1,2.6,Gurgaon,0.99,7.44,8.4952,22003.65647
Flat,1,1,122.91,10.93,1,0.8,Dwarka,0.78,2.21,55.2068,14197.57213
Flat,4,2,991.302,6.5132,1,4,Gurgaon,0.87,1.1,32.4977,51132.49254
Flat,1,1,136.962,10.7853,2,16,Vasant Kunj,0.95,9.98,23.0589,13319.66627
Flat,4,1,616.425,2.6594,2,13.9,Noida,0.94,6.43,26.1587,39193.09668
Flat,1,1,292.299,3.8208,1,14.4,Gurgaon,1.09,4.64,23.9705,16734.49367
PG,1,1,182.781,10.6501,0,18.5,Dwarka,1.89,3.64,29.5029,9464.216292
Flat,2,1,260.89,1.5992,0,2,Dwarka,0.62,0.66,39.6232,20841.65727
PG,1,1,222.04,4.0586,0,23,New Delhi,1.73,3.83,49.3701,14057.03912
Flat,4,4,1133.084,9.8568,0,4.1,Gurgaon,1.39,4.66,17.3816,56159.01589
Flat,1,1,236.284,13.5906,0,22.2,New Delhi,0.93,4.25,29.8797,14134.56497
Flat,2,1,502.444,14.8814,1,5,Faridabad,0.13,7.81,6.4655,24710.14265
Flat,1,1,151.821,3.3357,0,7.6,Mayur Vihar,0.44,1.47,45.9647,14073.8497
Flat,1,1,265.146,5.4778,1,13.3,Saket,1.22,3.45,16.0585,14811.85472
PG,1,1,112.325,0.3966,2,23.3,Noida,0.89,0.52,5.3812,13453.31592
Flat,4,3,820.648,1.2952,1,14.3,Mayur Vihar,1.51,1.34,39.2175,45750.80865
Flat,4,1,805.487,4.2303,2,17.5,New Delhi,0.59,2.32,6.9471,49546.3759
Flat,4,3,924.85,13.0463,2,9.3,New Delhi,1.52,4.87,22.472,55651.26948
Flat,4,2,1189.911,8.9521,1,8.2,Faridabad,1.2,0.26,45.5209,52650.29144
Flat,1,1,271.494,14.3195,1,12.6,Dwarka,0.32,0.89,49.6585,16715.67302
Flat,4,1,720.191,1.3048,1,18.6,Vasant Kunj,1.77,0.22,24.8522,39710.85479
Flat,4,3,652.382,0.7205,1,6.5,Gurgaon,1.69,7.42,49.9184,43800.55058
Flat,2,2,548.831,12.9967,1,4.7,Mayur Vihar,0.63,7.81,20.4603,27590.23323
Flat,2,1,299.58,6.4263,1,17.2,Mayur Vihar,0.6,7.96,31.8445,20118.83508
PG,1,1,132.626,13.269,1,20.1,Noida,0.72,0.57,35.1304,11910.90901
Flat,1,1,214.677,14.7403,1,3.2,Saket,0.5,6.2,29.4135,14157.86035
Flat,4,1,934.403,7.9436,1,22.6,Mayur Vihar,0.05,5,35.5585,44199.5005
PG,1,1,214.152,9.0022,0,15.4,Vasant Kunj,1.48,9.05,54.9786,12049.83063
Flat,4,3,789.273,10.7703,1,20.4,Faridabad,1.09,0.8,38.3908,44037.7875
Flat,3,3,560.181,3.9346,2,14.1,Saket,0.04,2.55,54.7457,38536.30429
PG,1,1,245.749,11.2677,2,18.7,Faridabad,1.65,4.12,43.2548,17015.5333
Flat,4,1,1144.538,11.0686,0,2.7,Mayur Vihar,0.08,1.89,35.0029,48812.07542
PG,1,1,154.361,1.8745,0,9.9,Saket,1.21,7.63,20.1471,11737.70274
Flat,4,1,1069.382,0.2927,2,8.9,Noida,0.71,1.13,23.4144,49839.1573
Flat,3,2,863.287,4.2629,2,16.9,Saket,0.55,8.84,49.3871,42291.28611
Flat,1,1,277.854,10.6047,1,15.9,Faridabad,1.23,3.03,27.7998,16200.92131
Flat,3,3,522.137,7.535,1,6.2,Saket,0.38,3.49,19.2664,36375.60522
Flat,4,3,952.213,5.0787,1,0.7,Noida,0.25,0.19,28.8175,51643.80645
Flat,4,2,578.684,7.8063,0,0,Greater Noida,1.02,0.46,8.1841,37061.81294
Flat,2,1,409.445,13.6066,0,0.1,Noida,1.54,3.94,39.6321,21867.87639
PG,1,1,108.383,3.7098,2,10.9,Vasant Kunj,0.67,5.19,53.5378,14666.18251
PG,1,1,213.665,4.4236,0,19.9,Vasant Kunj,0.96,8.54,19.2901,10798.34093
Flat,4,1,885.266,2.4606,0,24.5,Saket,1.21,7.71,2.9165,38347.6464
Flat,2,1,279.382,7.9152,2,4.6,Faridabad,0.51,1.2,28.3172,24405.32571
PG,1,1,167.611,11.9519,2,15,Gurgaon,0.96,7.71,1.7968,14740.27997
Flat,2,2,442.768,12.9272,2,24.8,Greater Noida,0.24,4.18,20.8967,26241.09105
Flat,2,2,247.575,7.7285,0,1.7,Dwarka,1.43,9.59,24.3611,18789.40446
Flat,1,1,274.276,8.9088,2,6.3,Mayur Vihar,0.89,1.63,4.8799,19226.6766
Flat,4,2,682.921,0.5077,2,22.5,Vasant Kunj,0.85,5.83,57.8372,42797.46868
Flat,1,1,129.324,4.2862,2,12.3,Vasant Kunj,1.12,8.23,43.6738,13610.84578
Flat,2,2,589.169,0.5737,2,4.4,Greater Noida,1.87,1.01,21.9613,33266.79877
Flat,1,1,197.949,7.7756,1,10.2,Faridabad,1.57,0.74,20.6251,14125.31122
PG,1,1,226.315,7.4897,1,23.9,Faridabad,0.88,3.87,24.8043,13249.67501
Flat,3,3,447.524,11.1284,2,7.7,Mayur Vihar,0.46,7.46,52.2549,35441.46744
PG,1,1,130.837,4.1647,2,14.4,New Delhi,0.71,1.06,38.6407,17215.3648
Flat,4,1,726.588,4.937,1,24.8,Noida,0.43,9.7,22.2634,38502.72321
Flat,3,3,486.875,3.5375,1,14.3,Gurgaon,0.65,9.44,32.3078,33861.05234
PG,1,1,178.508,14.0004,1,16.5,Faridabad,1.11,2.7,21.4362,11912.16022
Flat,4,3,759.727,4.259,0,1.5,Mayur Vihar,1.66,4.1,4.2472,41270.26968
PG,1,1,179.01,7.3839,0,12,Mayur Vihar,1.31,0.31,25.886,11614.94776
Flat,4,2,1067.214,8.7774,2,13.6,Gurgaon,1.69,2.18,31.2863,54023.81899
Flat,3,3,606.946,13.22,2,13.4,Greater Noida,0.92,8.05,19.2348,35966.74389
Flat,1,1,174.638,11.6517,2,18.2,New Delhi,2,7.67,14.8329,13105.94227
Flat,4,3,820.746,11.8491,2,4.9,Mayur Vihar,1.23,7.62,2.7206,46481.71384
Flat,4,4,1126.205,13.5439,2,20.3,Gurgaon,1.76,6.17,57.4706,58392.91246
PG,1,1,145.896,0.9023,2,18.2,Greater Noida,0.21,8.39,41.0177,15234.31139
PG,1,1,115.318,10.9707,2,18.2,Mayur Vihar,0.45,7.55,54.6855,14276.62791
Flat,4,2,1174.207,6.7374,0,16.4,Greater Noida,1.76,1.07,43.7167,49609.96502
Flat,1,1,289.948,11.7271,2,1.1,Faridabad,1.46,0.74,56.5594,18968.20551
Flat,1,1,150.473,5.5809,0,22,Saket,1.09,4.61,28.9589,10508.21021
Flat,3,2,364.271,11.1446,1,23.7,Faridabad,1.74,5.21,49.8755,25994.68327
Flat,2,1,356.365,1.8846,2,10.9,Dwarka,1.29,5.99,2.7838,22797.86631
Flat,3,3,791.531,10.5469,0,16.6,Dwarka,1.13,4.6,41.609,38160.27358
PG,1,1,111.647,7.0138,1,7.8,New Delhi,0.92,2.21,9.5254,13056.34137
Flat,1,1,298.523,9.6867,0,21.4,Mayur Vihar,0.5,8.81,47.2778,14220.7969
PG,1,1,234.078,2.8845,1,0.9,Noida,1.99,1.06,44.8848,17285.73736
Flat,1,1,282.184,4.5427,0,20.9,Greater Noida,1.02,2.43,11.5763,14302.77222
Flat,1,1,168.381,5.0676,2,18.4,Saket,1.37,9.68,4.8433,12390.1024
PG,1,1,122.647,0.5088,1,14.4,Noida,0.12,1.72,15.0863,13829.89958
Flat,3,2,553.815,14.5495,2,18.4,Faridabad,1.19,3.94,34.1179,33494.51303
Flat,2,1,506.99,0.8559,1,11.8,Dwarka,0.14,9.95,32.6422,25992.5518
Flat,4,1,978.535,6.5854,1,23,Mayur Vihar,0.27,0.06,39.1567,45458.74584
Flat,3,3,495.321,14.1912,0,24.4,Noida,1.14,3.46,56.1061,29990.78694
Flat,1,1,281.764,2.3561,0,3.6,Gurgaon,0.32,6.75,31.3436,16368.50232
Flat,2,1,508.73,2.9698,2,4.3,Mayur Vihar,1.94,9.78,37.9399,27776.69986
PG,1,1,144.785,10.2207,2,23.5,Noida,0.13,0.09,41.3174,16608.48318
Flat,2,1,372.455,0.6687,1,8.2,Dwarka,1.36,2.3,8.3306,22621.36162
Flat,3,2,808.806,14.3329,0,2.3,Faridabad,0.67,5.67,48.0553,37762.42505
PG,1,1,166.382,3.3628,0,10.1,New Delhi,0.07,5.47,16.4892,14494.37356
Flat,2,2,429.795,13.3261,2,24.8,Mayur Vihar,0.22,1.66,40.4642,27320.23458
Flat,2,2,463.287,12.0598,1,6.4,Noida,1.53,5.16,13.3846,25846.08917
Flat,4,1,804.791,11.0398,2,23.3,Dwarka,0.27,7.57,34.7792,41257.14986
Flat,1,1,159.582,7.9617,1,22.5,Vasant Kunj,1.64,8.95,4.172,10522.06614
Flat,4,2,1066.562,12.8494,2,15.5,Dwarka,1.86,4.34,1.1972,47950.40731
Flat,2,2,365.616,14.6575,2,22.4,Noida,0.27,6.7,27.7008,25612.29083
Flat,4,3,1054.681,4.9569,2,19.6,New Delhi,0.09,5.85,3.1263,59993.47422
Flat,3,3,368.533,4.0741,0,17.6,Dwarka,1.12,3.14,52.7258,29059.81276
PG,1,1,215.788,12.4277,2,9.5,Noida,0.79,8.84,58.2329,15814.24179
Flat,3,3,847.051,3.4042,1,1.3,New Delhi,1.74,6.88,16.9089,49232.98844
Flat,3,2,689.493,5.2498,1,5.2,Faridabad,1.42,0.68,57.231,38662.65359
Flat,2,2,359.706,3.582,0,9.9,New Delhi,0.92,3.59,53.4075,26695.08186
Flat,1,1,172.902,0.6943,2,23.8,Faridabad,1.69,3.36,45.838,15695.22112
Flat,3,2,599.993,4.0339,2,4.5,Saket,0.19,5.84,10.4817,37158.51266
Flat,3,3,538.133,7.1587,0,9.4,Faridabad,1.02,3.17,43.8134,33026.87214
Flat,1,1,197.968,11.9465,1,9.7,Mayur Vihar,1.42,9.13,39.2754,12664.97025
Flat,3,3,810.192,2.8823,0,22.3,Saket,0.49,1.67,48.8574,40256.36317
Flat,2,1,463.786,0.8342,2,16.3,Faridabad,1.24,5.97,18.0457,26664.20394
