Type,Number of Rooms,Number of Bathrooms,Area (sqft),Amenities Distance Avg (km),Parking Spaces,Age (years),Location,Crime Rate,Lower Status Population,Avg People in Building,Rent Price
Flat,3,1,427.153,1.175,2,3.4,New Delhi,1.8,1.63,32.7355,34684.054690172154
Flat,2,1,422.121,8.1706,1,14.9,Mayur Vihar,1.26,4.61,21.3301,23823.50091571711
Flat,1,1,268.72,9.6768,1,23.6,Noida,0.69,3.91,17.1612,15172.451966098519
Flat,3,1,734.688,4.2159,0,7.9,New Delhi,0.7,9.2,30.459,39228.849434425305
Flat,2,1,305.648,5.5404,2,24.2,Greater Noida,0.17,2.03,15.2281,23969.619272553606
Flat,1,1,161.225,1.8951,2,17.7,New Delhi,0.82,0.56,22.2478,16587.209174522664
Flat,2,1,248.547,3.7115,1,14.9,Noida,0.5,1.62,15.8225,20310.98480489629
Flat,2,1,453.277,14.4688,0,4.7,Vasant Kunj,1.14,7.87,51.5066,23124.542422617276
PG,1,1,156.604,14.0949,0,10.3,Mayur Vihar,0.95,0.26,12.4879,11633.668476517172
PG,1,1,235.7,11.1621,0,19.2,Mayur Vihar,0.03,7.67,38.131,13186.698296547565
Flat,4,4,793.371,14.7113,1,0.5,Vasant Kunj,1.21,3.97,6.4086,46517.33447972167
Flat,4,2,543.132,4.2324,1,12.3,Mayur Vihar,1.22,2.91,12.8231,36742.0290606682
Flat,1,1,195.36,7.8748,2,23.2,New Delhi,1.33,7.66,33.2457,16172.80799794696
Flat,3,3,578.326,2.5934,1,21.5,Dwarka,1.68,6.93,46.9361,34671.6675858521
PG,1,1,215.605,5.9706,1,9.3,Faridabad,0.41,4.69,20.6217,14792.802697832522
Flat,4,2,535.972,11.4224,0,8.3,Mayur Vihar,1.28,0.44,2.6229,34741.284001497035
Flat,3,2,371.661,11.3577,0,5.4,Faridabad,1.91,3.51,30.587,26696.354543885092
Flat,3,3,860.187,6.0349,0,14.4,New Delhi,0.22,3.6,52.2574,47542.82081811626
PG,1,1,209.489,0.6458,1,15.3,Vasant Kunj,1.61,9.27,17.5745,12770.3379215299
Flat,4,2,1137.222,9.4748,1,0.6,Noida,1.07,2.97,51.6845,52578.13948918565
Flat,2,2,385.33,8.5959,0,18.5,Dwarka,1.91,5.35,11.5148,21404.250331639672
Flat,4,4,798.7,5.3808,0,15.7,Faridabad,1.35,6.7,17.7762,44652.78866319136
PG,1,1,161.494,10.1445,1,10.4,Dwarka,0.6,7.01,43.8975,14234.337031625662
PG,1,1,200.243,8.1556,2,11.9,New Delhi,0.45,4.35,39.1987,17908.466409895573
Flat,1,1,193.549,7.3822,1,8.4,Saket,1.3,4.55,32.4036,14930.540984273966
Flat,2,1,292.084,0.4611,1,2.6,Gurgaon,0.99,7.44,8.4952,22003.656472091698
Flat,1,1,122.91,10.93,1,0.8,Dwarka,0.78,2.21,55.2068,14197.572134360098
Flat,4,2,991.302,6.5132,1,4.0,Gurgaon,0.87,1.1,32.4977,51132.4925358604
Flat,1,1,136.962,10.7853,2,16.0,Vasant Kunj,0.95,9.98,23.0589,13319.66627418634
Flat,4,1,616.425,2.6594,2,13.9,Noida,0.94,6.43,26.1587,39193.09668105394
Flat,1,1,292.299,3.8208,1,14.4,Gurgaon,1.09,4.64,23.9705,16734.493668756997
PG,1,1,182.781,10.6501,0,18.5,Dwarka,1.89,3.64,29.5029,9464.216291876213
Flat,2,1,260.89,1.5992,0,2.0,Dwarka,0.62,0.66,39.6232,20841.657268133393
PG,1,1,222.04,4.0586,0,23.0,New Delhi,1.73,3.83,49.3701,14057.039121434544
Flat,4,4,1133.084,9.8568,0,4.1,Gurgaon,1.39,4.66,17.3816,56159.015890910654
Flat,1,1,236.284,13.5906,0,22.2,New Delhi,0.93,4.25,29.8797,14134.564974978884
Flat,2,1,502.444,14.8814,1,5.0,Faridabad,0.13,7.81,6.4655,24710.14265116052
Flat,1,1,151.821,3.3357,0,7.6,Mayur Vihar,0.44,1.47,45.9647,14073.849695573183
Flat,1,1,265.146,5.4778,1,13.3,Saket,1.22,3.45,16.0585,14811.854723086153
PG,1,1,112.325,0.3966,2,23.3,Noida,0.89,0.52,5.3812,13453.315924443308
Flat,4,3,820.648,1.2952,1,14.3,Mayur Vihar,1.51,1.34,39.2175,45750.80864639493
Flat,4,1,805.487,4.2303,2,17.5,New Delhi,0.59,2.32,6.9471,49546.37589769045
Flat,4,3,924.85,13.0463,2,9.3,New Delhi,1.52,4.87,22.472,55651.269477898415
Flat,4,2,1189.911,8.9521,1,8.2,Faridabad,1.2,0.26,45.5209,52650.29144339888
Flat,1,1,271.494,14.3195,1,12.6,Dwarka,0.32,0.89,49.6585,16715.673023707073
Flat,4,1,720.191,1.3048,1,18.6,Vasant Kunj,1.77,0.22,24.8522,39710.85479186563
Flat,4,3,652.382,0.7205,1,6.5,Gurgaon,1.69,7.42,49.9184,43800.55057927319
Flat,2,2,548.831,12.9967,1,4.7,Mayur Vihar,0.63,7.81,20.4603,27590.233231422455
Flat,2,1,299.58,6.4263,1,17.2,Mayur Vihar,0.6,7.96,31.8445,20118.835077583
PG,1,1,132.626,13.269,1,20.1,Noida,0.72,0.57,35.1304,11910.909005044656
Flat,1,1,214.677,14.7403,1,3.2,Saket,0.5,6.2,29.4135,14157.860351627945
Flat,4,1,934.403,7.9436,1,22.6,Mayur Vihar,0.05,5.0,35.5585,44199.50049979695
PG,1,1,214.152,9.0022,0,15.4,Vasant Kunj,1.48,9.05,54.9786,12049.830628105201
Flat,4,3,789.273,10.7703,1,20.4,Faridabad,1.09,0.8,38.3908,44037.78749550546
Flat,3,3,560.181,3.9346,2,14.1,Saket,0.04,2.55,54.7457,38536.304293822664
PG,1,1,245.749,11.2677,2,18.7,Faridabad,1.65,4.12,43.2548,17015.533303811855
Flat,4,1,1144.538,11.0686,0,2.7,Mayur Vihar,0.08,1.89,35.0029,48812.07541983
PG,1,1,154.361,1.8745,0,9.9,Saket,1.21,7.63,20.1471,11737.702741562078
Flat,4,1,1069.382,0.2927,2,8.9,Noida,0.71,1.13,23.4144,49839.15730156472
Flat,3,2,863.287,4.2629,2,16.9,Saket,0.55,8.84,49.3871,42291.28611339133
Flat,1,1,277.854,10.6047,1,15.9,Faridabad,1.23,3.03,27.7998,16200.921314299305
Flat,3,3,522.137,7.535,1,6.2,Saket,0.38,3.49,19.2664,36375.60522001579
Flat,4,3,952.213,5.0787,1,0.7,Noida,0.25,0.19,28.8175,51643.80645141691
Flat,4,2,578.684,7.8063,0,0.0,Greater Noida,1.02,0.46,8.1841,37061.812943664016
Flat,2,1,409.445,13.6066,0,0.1,Noida,1.54,3.94,39.6321,21867.876394704337
PG,1,1,108.383,3.7098,2,10.9,Vasant Kunj,0.67,5.19,53.5378,14666.182513776908
PG,1,1,213.665,4.4236,0,19.9,Vasant Kunj,0.96,8.54,19.2901,10798.34093052953
Flat,4,1,885.266,2.4606,0,24.5,Saket,1.21,7.71,2.9165,38347.646395501375
Flat,2,1,279.382,7.9152,2,4.6,Faridabad,0.51,1.2,28.3172,24405.325712947015
PG,1,1,167.611,11.9519,2,15.0,Gurgaon,0.96,7.71,1.7968,14740.279972479684
Flat,2,2,442.768,12.9272,2,24.8,Greater Noida,0.24,4.18,20.8967,26241.09105381311
Flat,2,2,247.575,7.7285,0,1.7,Dwarka,1.43,9.59,24.3611,18789.404460320133
Flat,1,1,274.276,8.9088,2,6.3,Mayur Vihar,0.89,1.63,4.8799,19226.676601027546
Flat,4,2,682.921,0.5077,2,22.5,Vasant Kunj,0.85,5.83,57.8372,42797.46867533209
Flat,1,1,129.324,4.2862,2,12.3,Vasant Kunj,1.12,8.23,43.6738,13610.845778284789
Flat,2,2,589.169,0.5737,2,4.4,Greater Noida,1.87,1.01,21.9613,33266.79877298581
Flat,1,1,197.949,7.7756,1,10.2,Faridabad,1.57,0.74,20.6251,14125.311216581693
PG,1,1,226.315,7.4897,1,23.9,Faridabad,0.88,3.87,24.8043,13249.675010110086
Flat,3,3,447.524,11.1284,2,7.7,Mayur Vihar,0.46,7.46,52.2549,35441.46743865987
PG,1,1,130.837,4.1647,2,14.4,New Delhi,0.71,1.06,38.6407,17215.364804714653
Flat,4,1,726.588,4.937,1,24.8,Noida,0.43,9.7,22.2634,38502.72321435959
Flat,3,3,486.875,3.5375,1,14.3,Gurgaon,0.65,9.44,32.3078,33861.05233989946
PG,1,1,178.508,14.0004,1,16.5,Faridabad,1.11,2.7,21.4362,11912.160215022948
Flat,4,3,759.727,4.259,0,1.5,Mayur Vihar,1.66,4.1,4.2472,41270.26967671103
PG,1,1,179.01,7.3839,0,12.0,Mayur Vihar,1.31,0.31,25.886,11614.947757900733
Flat,4,2,1067.214,8.7774,2,13.6,Gurgaon,1.69,2.18,31.2863,54023.81899312775
Flat,3,3,606.946,13.22,2,13.4,Greater Noida,0.92,8.05,19.2348,35966.74389368797
Flat,1,1,174.638,11.6517,2,18.2,New Delhi,2.0,7.67,14.8329,13105.942274706302
Flat,4,3,820.746,11.8491,2,4.9,Mayur Vihar,1.23,7.62,2.7206,46481.713843810736
Flat,4,4,1126.205,13.5439,2,20.3,Gurgaon,1.76,6.17,57.4706,58392.91245859086
PG,1,1,145.896,0.9023,2,18.2,Greater Noida,0.21,8.39,41.0177,15234.31138563291
PG,1,1,115.318,10.9707,2,18.2,Mayur Vihar,0.45,7.55,54.6855,14276.627909113993
Flat,4,2,1174.207,6.7374,0,16.4,Greater Noida,1.76,1.07,43.7167,49609.96501544554
Flat,1,1,289.948,11.7271,2,1.1,Faridabad,1.46,0.74,56.5594,18968.20550546751
Flat,1,1,150.473,5.5809,0,22.0,Saket,1.09,4.61,28.9589,10508.210205746645
Flat,3,2,364.271,11.1446,1,23.7,Faridabad,1.74,5.21,49.8755,25994.683268808534
Flat,2,1,356.365,1.8846,2,10.9,Dwarka,1.29,5.99,2.7838,22797.86630760988
Flat,3,3,791.531,10.5469,0,16.6,Dwarka,1.13,4.6,41.609,38160.27358283457
PG,1,1,111.647,7.0138,1,7.8,New Delhi,0.92,2.21,9.5254,13056.341373551097
Flat,1,1,298.523,9.6867,0,21.4,Mayur Vihar,0.5,8.81,47.2778,14220.796896993814
PG,1,1,234.078,2.8845,1,0.9,Noida,1.99,1.06,44.8848,17285.73735899567
Flat,1,1,282.184,4.5427,0,20.9,Greater Noida,1.02,2.43,11.5763,14302.772220135845
Flat,1,1,168.381,5.0676,2,18.4,Saket,1.37,9.68,4.8433,12390.102402670573
PG,1,1,122.647,0.5088,1,14.4,Noida,0.12,1.72,15.0863,13829.899582575637
Flat,3,2,553.815,14.5495,2,18.4,Faridabad,1.19,3.94,34.1179,33494.5130313806
Flat,2,1,506.99,0.8559,1,11.8,Dwarka,0.14,9.95,32.6422,25992.551799459114
Flat,4,1,978.535,6.5854,1,23.0,Mayur Vihar,0.27,0.06,39.1567,45458.745838973
Flat,3,3,495.321,14.1912,0,24.4,Noida,1.14,3.46,56.1061,29990.786942161343
Flat,1,1,281.764,2.3561,0,3.6,Gurgaon,0.32,6.75,31.3436,16368.502324721378
Flat,2,1,508.73,2.9698,2,4.3,Mayur Vihar,1.94,9.78,37.9399,27776.699855297644
PG,1,1,144.785,10.2207,2,23.5,Noida,0.13,0.09,41.3174,16608.48317556708
Flat,2,1,372.455,0.6687,1,8.2,Dwarka,1.36,2.3,8.3306,22621.36162371975
Flat,3,2,808.806,14.3329,0,2.3,Faridabad,0.67,5.67,48.0553,37762.425050890524
PG,1,1,166.382,3.3628,0,10.1,New Delhi,0.07,5.47,16.4892,14494.373559270372
Flat,2,2,429.795,13.3261,2,24.8,Mayur Vihar,0.22,1.66,40.4642,27320.234576508286
Flat,2,2,463.287,12.0598,1,6.4,Noida,1.53,5.16,13.3846,25846.089171535852
Flat,4,1,804.791,11.0398,2,23.3,Dwarka,0.27,7.57,34.7792,41257.14985989099
Flat,1,1,159.582,7.9617,1,22.5,Vasant Kunj,1.64,8.95,4.172,10522.066144974513
Flat,4,2,1066.562,12.8494,2,15.5,Dwarka,1.86,4.34,1.1972,47950.40730779432
Flat,2,2,365.616,14.6575,2,22.4,Noida,0.27,6.7,27.7008,25612.29083175829
Flat,4,3,1054.681,4.9569,2,19.6,New Delhi,0.09,5.85,3.1263,59993.47422481873
Flat,3,3,368.533,4.0741,0,17.6,Dwarka,1.12,3.14,52.7258,29059.81276324606
PG,1,1,215.788,12.4277,2,9.5,Noida,0.79,8.84,58.2329,15814.24178980377
Flat,3,3,847.051,3.4042,1,1.3,New Delhi,1.74,6.88,16.9089,49232.98844274756
Flat,3,2,689.493,5.2498,1,5.2,Faridabad,1.42,0.68,57.231,38662.653588776746
Flat,2,2,359.706,3.582,0,9.9,New Delhi,0.92,3.59,53.4075,26695.0818557666
Flat,1,1,172.902,0.6943,2,23.8,Faridabad,1.69,3.36,45.838,15695.221122014673
Flat,3,2,599.993,4.0339,2,4.5,Saket,0.19,5.84,10.4817,37158.51266184566
Flat,3,3,538.133,7.1587,0,9.4,Faridabad,1.02,3.17,43.8134,33026.87213826544
Flat,1,1,197.968,11.9465,1,9.7,Mayur Vihar,1.42,9.13,39.2754,12664.970252996798
Flat,3,3,810.192,2.8823,0,22.3,Saket,0.49,1.67,48.8574,40256.36317353183
Flat,2,1,463.786,0.8342,2,16.3,Faridabad,1.24,5.97,18.0457,26664.20394108442
Flat,1,1,173.185,13.3207,1,13.3,Gurgaon,0.92,8.19,33.1019,12990.968858373368
Flat,2,1,358.812,10.1091,0,6.1,Mayur Vihar,1.56,3.13,21.6083,20577.658964409347
Flat,4,2,753.065,6.3807,0,11.7,Saket,1.25,6.3,23.0694,40281.07398569248
Flat,4,3,501.537,2.7287,0,9.0,Vasant Kunj,1.72,9.52,24.3237,35597.1026937804
Flat,4,3,546.212,2.0941,1,14.5,Noida,1.22,7.21,58.6509,39431.57355891028
PG,1,1,212.606,5.9054,2,6.5,Mayur Vihar,1.0,6.89,59.4823,16639.9229368328
PG,1,1,178.445,9.9604,1,12.7,Mayur Vihar,0.11,8.79,2.4987,13580.78957190442
Flat,2,2,438.559,3.1605,1,8.6,New Delhi,0.78,7.37,53.9338,30715.204099888644
Flat,3,3,709.455,7.6294,1,3.0,Vasant Kunj,1.18,6.42,59.1502,39559.49147467096
Flat,2,2,280.281,5.1407,2,4.0,New Delhi,1.71,9.9,13.8367,26349.95745862588
Flat,4,1,1105.689,13.7462,2,24.5,Dwarka,0.71,7.94,41.6994,48468.52454345535
PG,1,1,126.855,10.88,0,15.1,Faridabad,0.82,5.56,20.823,10523.53528922256
PG,1,1,131.685,14.3865,0,18.6,Saket,0.71,1.33,40.2166,10484.193213237268
Flat,2,2,291.595,11.2196,0,4.9,New Delhi,0.24,8.17,32.7584,22928.590791580984
Flat,3,2,723.085,12.7635,2,9.6,Mayur Vihar,1.61,2.92,43.2974,38400.757220774714
Flat,2,1,341.501,3.4538,2,6.4,Greater Noida,1.38,1.74,23.8206,25476.502222575513
Flat,4,1,986.452,6.1937,2,9.7,Vasant Kunj,1.73,0.14,42.6435,47872.6081278163
Flat,3,2,649.021,4.0177,1,9.7,Mayur Vihar,1.1,4.85,3.4458,34522.516599831244
Flat,3,1,767.656,8.4252,2,11.7,Gurgaon,0.28,3.27,51.3073,41828.935160635774
Flat,4,4,1005.022,2.9766,2,8.8,Vasant Kunj,0.38,0.38,57.0847,56813.49367626246
Flat,2,1,523.803,8.6132,0,6.3,Mayur Vihar,0.83,0.73,42.5276,24688.6309629885
Flat,2,2,400.515,0.604,0,21.1,Greater Noida,0.28,3.0,18.9527,24132.100318141755
Flat,3,1,429.78,8.7644,2,7.5,New Delhi,1.01,3.97,9.3451,34427.88772323987
Flat,4,1,534.269,14.1381,0,20.4,Vasant Kunj,0.68,5.73,27.5112,30686.469564494022
Flat,2,1,518.509,6.079,2,3.1,Greater Noida,1.87,1.38,40.2074,28769.322576229766
Flat,3,1,843.445,0.7642,0,12.4,New Delhi,1.91,8.7,42.0327,40893.355307713995
Flat,1,1,263.092,13.7763,0,8.5,Mayur Vihar,1.58,9.31,7.0173,11756.482204783732
Flat,3,1,891.769,13.0828,2,20.4,Vasant Kunj,1.26,0.14,15.1616,39695.63374963365
Flat,4,2,647.736,1.7175,0,9.9,Gurgaon,1.09,2.45,54.0273,41511.32275327527
PG,1,1,199.483,10.6274,1,3.3,Mayur Vihar,0.07,6.06,52.4381,16873.774517022095
Flat,3,3,534.862,9.7893,1,9.3,Saket,1.27,8.26,19.3807,33979.05688898729
Flat,3,1,848.783,11.7943,1,5.7,Dwarka,1.88,7.65,21.9717,35174.05128099186
Flat,2,1,457.053,8.5765,0,1.0,Greater Noida,1.19,2.29,8.3893,22566.315312872026
Flat,1,1,261.016,13.7476,1,3.5,Mayur Vihar,0.55,3.25,44.8799,17732.41364405851
Flat,3,2,829.18,2.5299,1,15.3,Noida,1.25,4.5,39.122,40250.23913255855
Flat,3,1,807.677,3.6836,1,4.6,Faridabad,0.41,9.05,58.1032,37964.69066990444
Flat,1,1,246.869,2.1022,1,14.3,Gurgaon,1.33,9.95,35.0451,15655.305562661813
Flat,4,2,1069.306,7.978,1,3.8,Saket,1.48,7.38,26.0141,47544.77290990442
Flat,3,1,490.623,8.7742,1,0.4,Mayur Vihar,1.36,8.04,55.312,29716.463938867786
Flat,2,1,273.158,8.5809,2,16.7,Mayur Vihar,0.34,5.06,43.7068,21744.877292640253
PG,1,1,248.861,14.2302,1,17.0,Dwarka,1.22,7.98,2.4041,12334.639527143718
Flat,2,2,431.661,3.5463,0,2.7,Gurgaon,0.04,7.62,14.7371,26705.688656758157
Flat,3,1,392.366,0.8299,1,13.0,Vasant Kunj,0.97,9.35,46.0484,27562.851817473755
PG,1,1,160.668,1.6235,2,4.3,Noida,1.47,5.12,24.8003,16003.78459344937
Flat,3,2,431.404,0.9163,0,15.7,Dwarka,1.62,3.17,26.7126,27682.272409431847
PG,1,1,218.584,7.9254,2,20.5,Vasant Kunj,0.3,6.28,53.0473,16233.919357255267
Flat,1,1,132.263,9.6259,2,16.3,New Delhi,0.29,0.2,27.6053,17292.851148445963
PG,1,1,151.242,5.0348,0,2.2,Saket,1.46,1.68,2.0208,11755.381136597773
Flat,3,2,683.311,12.2891,0,19.0,Greater Noida,0.34,2.28,48.3008,34702.47253359281
Flat,4,3,645.534,0.4052,2,5.0,Saket,1.12,2.21,29.367,45924.06727148842
Flat,3,1,739.483,8.8959,0,8.7,Vasant Kunj,1.65,5.21,37.5592,32632.049883408763
Flat,2,1,313.408,8.7584,2,0.6,Vasant Kunj,0.71,0.22,48.185,26315.983015732352
Flat,3,1,852.582,6.0854,2,9.8,Saket,1.47,1.12,2.2966,40359.57212491118
Flat,3,2,854.765,8.8131,0,4.7,Noida,1.67,9.12,48.8037,38058.53389618689
Flat,4,1,782.584,4.652,2,17.4,Vasant Kunj,0.17,8.46,43.5449,42776.988756111015
PG,1,1,208.462,5.9187,2,11.9,Greater Noida,1.27,5.69,38.3455,16176.546927892286
Flat,2,1,584.946,8.3043,0,24.1,New Delhi,1.65,4.13,6.8187,26922.620000586514
Flat,1,1,249.376,12.7701,1,19.5,Saket,0.18,7.26,8.7939,13423.482409987066
PG,1,1,163.919,2.2347,1,16.3,New Delhi,0.26,1.94,8.3911,16012.277847311485
Flat,2,1,497.27,13.4223,0,2.9,Faridabad,1.66,5.64,48.3078,22551.748796643522
PG,1,1,121.077,9.1452,2,2.9,Greater Noida,0.69,7.12,15.9223,15721.614670762077
PG,1,1,232.699,13.333,0,10.2,Gurgaon,0.58,9.84,32.6703,13505.412817801996
PG,1,1,132.707,4.3211,0,15.3,Dwarka,0.98,3.82,18.4483,10105.298485802557
PG,1,1,155.117,2.5033,0,19.5,Mayur Vihar,1.36,8.31,52.2566,10136.768309674539
Flat,4,1,698.127,8.0562,0,9.7,Noida,0.04,5.16,33.0838,36871.71067210948
Flat,4,4,978.295,4.3477,2,15.7,Greater Noida,0.97,6.38,2.0192,51775.22897103646
PG,1,1,178.582,4.9129,1,20.5,Greater Noida,0.91,9.47,20.2087,11898.71029519258
Flat,2,2,547.52,0.792,1,3.2,Saket,0.88,9.3,38.4149,29145.965983864975
Flat,2,1,361.157,10.4232,0,17.9,New Delhi,0.37,9.38,7.1724,21836.44269197894
Flat,2,2,355.584,1.1723,1,12.2,Saket,0.67,7.21,39.5189,25634.25317924212
Flat,3,2,538.578,11.7643,2,20.3,Greater Noida,1.75,0.75,41.8799,32860.265536866194
PG,1,1,181.065,10.79,0,22.7,Gurgaon,1.14,1.05,36.8149,11287.572147048382
Flat,2,1,514.7,14.1895,1,8.7,Mayur Vihar,0.89,0.71,33.7071,26517.381557221757
Flat,4,2,1190.632,9.0785,2,14.0,Vasant Kunj,1.51,4.8,30.8828,52084.80754387594
Flat,4,2,487.983,9.8387,0,10.2,Mayur Vihar,1.56,3.48,44.6734,33956.80722885934
Flat,1,1,241.222,14.1737,2,13.5,Vasant Kunj,1.96,1.53,3.6807,15044.79763504267
Flat,4,2,1140.678,8.9928,1,13.9,Noida,1.71,5.11,41.6513,49884.77246598768
Flat,4,4,966.977,14.6203,2,5.4,Noida,1.57,4.29,47.495,53008.24647666274
Flat,4,3,1192.06,13.747,0,20.1,Mayur Vihar,1.93,5.36,51.7789,49588.161714108086
Flat,1,1,264.42,4.8502,2,17.0,Vasant Kunj,1.8,9.9,43.4903,16907.162003910904
Flat,1,1,238.205,6.7238,0,14.3,Dwarka,1.89,8.84,24.6234,11542.938670543048
Flat,2,1,452.105,11.5606,0,21.7,Dwarka,1.12,5.7,53.8655,20779.63523300327
Flat,3,2,707.167,9.7958,2,7.1,Gurgaon,0.39,9.75,11.4386,40049.444699105115
PG,1,1,147.915,13.7118,1,14.2,Greater Noida,0.03,9.94,49.7373,11955.45856149031
Flat,3,3,706.286,11.3837,1,22.1,Saket,0.45,2.75,44.8908,39248.82216999266
Flat,4,4,945.275,9.1429,1,8.7,Faridabad,1.76,6.83,16.0067,47956.15960932729
Flat,1,1,181.029,8.8225,2,13.1,Saket,1.14,9.34,19.1551,14024.210089038908
Flat,4,2,890.725,10.303,0,3.6,New Delhi,1.92,4.28,53.677,50735.631901796536
Flat,1,1,264.873,11.7694,0,2.9,Noida,0.1,6.49,52.5897,15236.330493648433
Flat,3,2,518.261,13.3061,1,0.8,Dwarka,0.13,2.02,15.7081,34406.15057542565
PG,1,1,191.643,2.2384,2,4.0,Dwarka,1.05,0.31,46.2417,18321.60152144208
Flat,1,1,130.991,0.5367,0,6.7,Gurgaon,0.65,8.44,14.5642,11434.324273908604
PG,1,1,248.986,14.0368,0,14.5,New Delhi,1.68,8.82,58.197,14320.47672212956
Flat,1,1,230.387,0.8745,1,23.7,Gurgaon,0.88,3.86,10.4098,15126.030249379808
PG,1,1,179.214,5.2651,0,24.4,Mayur Vihar,1.79,2.18,1.8561,10021.661830941623
Flat,3,2,800.224,12.7227,0,3.5,Gurgaon,1.42,1.19,13.3021,39472.32107618943
Flat,1,1,175.731,1.5274,2,8.0,Greater Noida,0.82,6.04,38.1529,17007.407634186173
PG,1,1,204.688,3.7617,0,5.9,New Delhi,1.06,6.7,32.6521,14111.666519137947
Flat,3,2,504.417,11.3095,2,3.2,Saket,0.16,0.79,33.4213,37019.736102335955
PG,1,1,150.854,9.8367,2,24.7,Gurgaon,0.93,1.66,31.4181,14492.105365605074
Flat,4,2,977.71,0.9506,1,21.2,Gurgaon,1.54,3.42,28.7215,49167.470314810984
Flat,4,2,690.071,11.3569,0,7.7,Mayur Vihar,1.38,6.76,24.2321,37530.4361228862
Flat,4,1,1180.126,3.7918,2,23.1,Greater Noida,0.03,0.31,30.6299,52903.16647851045
PG,1,1,175.593,6.9484,2,9.2,Greater Noida,0.38,6.87,15.686,16472.22161305789
Flat,2,2,523.483,9.4727,0,21.9,Saket,1.24,5.6,26.9632,24100.307123783783
Flat,2,1,329.909,9.9392,2,13.6,Noida,1.32,8.57,19.8984,21826.70980087423
Flat,4,4,944.91,14.7566,2,24.9,Vasant Kunj,1.37,5.58,34.1588,49114.725272512405
Flat,1,1,195.638,4.5817,1,18.8,Gurgaon,0.56,6.75,36.902,14841.15711992418
PG,1,1,156.928,1.1315,1,4.5,Gurgaon,0.1,3.94,45.305,16372.73119789696
Flat,4,1,864.374,12.3482,1,22.4,Saket,0.6,1.85,14.532,41755.71105957616
Flat,2,2,499.694,8.2683,0,24.0,New Delhi,0.12,4.18,45.3183,29878.461419351413
Flat,3,3,523.316,11.0186,2,23.8,Saket,1.93,4.24,54.9606,33718.960561552856
Flat,4,4,598.256,0.614,1,22.6,Dwarka,0.53,7.64,5.8918,41311.21078202739
Flat,2,2,524.73,13.8022,1,3.3,Vasant Kunj,1.58,3.99,33.3632,27079.910590614807
PG,1,1,142.626,6.0088,0,0.3,Dwarka,0.15,1.39,24.441,13519.19489806548
Flat,4,3,1185.756,0.2104,2,19.2,Greater Noida,0.66,3.76,14.6631,55759.03983495377
Flat,1,1,174.114,2.1425,0,21.0,Vasant Kunj,0.6,5.25,23.7045,12210.534504984544
Flat,3,3,466.926,2.5035,0,19.8,Dwarka,0.36,3.21,49.818,31901.427312654854
PG,1,1,205.414,2.8705,2,22.0,Mayur Vihar,0.92,1.45,43.4636,16053.347074665124
Flat,2,2,539.131,4.5085,2,9.5,Faridabad,1.66,2.08,54.9703,31884.43374573265
Flat,3,3,853.342,0.4032,1,4.6,Faridabad,0.2,4.67,55.2199,44480.67372975738
Flat,4,1,485.834,5.3606,2,3.8,Faridabad,1.83,1.66,12.5346,36366.6867408204
Flat,2,2,349.478,0.7232,1,3.1,Noida,1.65,5.31,38.0663,25414.390854731442
PG,1,1,119.954,1.5942,0,3.6,Noida,0.33,3.09,30.5355,12313.973996575745
Flat,2,1,438.879,9.7555,2,3.0,Faridabad,0.83,7.72,9.7722,25221.016240411023
Flat,3,2,746.13,6.5089,0,10.5,Mayur Vihar,0.48,7.63,52.6106,35032.38864540133
Flat,2,1,257.78,3.5452,0,5.5,Vasant Kunj,0.01,8.17,53.7097,20722.380605302016
Flat,4,4,602.175,1.32,2,11.9,New Delhi,1.41,6.54,1.7155,48335.81552353948
Flat,3,1,556.341,2.8233,1,18.5,Gurgaon,1.69,6.34,43.259,31742.27838078135
PG,1,1,226.686,5.8202,0,21.1,Noida,1.34,5.16,53.9883,12857.338445425143
Flat,3,3,658.983,0.2857,1,9.0,Vasant Kunj,0.82,1.32,34.0022,39887.25769776753
Flat,2,1,317.766,4.7943,1,11.6,New Delhi,0.94,9.83,15.9089,22022.606638080637
Flat,3,3,786.606,6.0633,0,10.5,Faridabad,1.12,2.65,18.1723,37589.08971435152
Flat,4,1,1194.702,11.4655,2,24.7,Gurgaon,1.5,3.75,50.0302,53536.93803642191
PG,1,1,223.378,8.6641,2,0.6,Faridabad,0.37,0.32,47.0755,19259.687302786962
Flat,1,1,192.274,3.4498,2,11.3,Dwarka,1.71,3.08,32.0033,15723.435642749904
PG,1,1,145.629,8.2031,0,21.1,Gurgaon,0.44,6.4,17.664,10429.642297798935
Flat,2,2,508.27,7.231,0,14.1,New Delhi,1.01,1.5,17.3758,29428.5872356689
PG,1,1,118.779,9.8622,1,19.2,Noida,1.85,3.73,23.3063,9806.435917443243
Flat,1,1,288.111,12.525,2,10.1,Mayur Vihar,1.47,0.21,11.0426,18391.631616664785
Flat,3,2,373.459,11.0631,0,16.4,Vasant Kunj,0.94,5.38,55.7947,26024.136620167028
Flat,1,1,212.619,12.2759,1,7.0,Vasant Kunj,0.41,0.43,54.613,17189.94262867716
Flat,3,2,406.003,14.3806,1,11.1,Greater Noida,1.82,1.18,42.5188,29213.89497763197
PG,1,1,173.831,2.0421,0,22.7,Noida,0.41,7.43,12.6876,10715.43944029811
PG,1,1,141.297,3.4424,1,18.3,Faridabad,1.23,2.11,41.9991,14228.175157901
